text,true_label,predicted_label,predicted_risk_score,risk_level,error_type,reasons,indicators
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,1,25,MEDIUM,false_positive,Banking-related language detected. | Financial or reward language detected.,banking | financial
Lol they don't know about my awesome phone. I could click delete right now if I want.,0,1,40,MEDIUM,false_positive,Urgent language detected. | Link or verification action detected.,link | urgent_language
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1,0,20,LOW,false_negative,Financial or reward language detected.,financial
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
What's ur pin?,0,1,45,MEDIUM,false_positive,Credential or authentication language detected. | Sensitive personal information language detected.,credential | personal_information
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
You have 1 new voicemail. Please call 08719181513.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
RCT' THNQ Adrian for U text. Rgds Vatian,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",1,0,20,LOW,false_negative,Link or verification action detected.,link
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Please CALL 08712402972 immediately as there is an urgent message waiting for you,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",1,0,20,LOW,false_negative,Financial or reward language detected.,financial
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,1,0,20,LOW,false_negative,Link or verification action detected.,link
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,0,15,LOW,false_negative,Banking-related language detected.,banking
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0,1,30,MEDIUM,false_positive,Download or install instruction detected.,download
"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1,0,10,LOW,false_negative,Message pattern is inconsistent with ordinary conversation.,
"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,0,20,LOW,false_negative,Urgent language detected.,urgent_language
